TOP.599ca620.00000000	START
TOP.5a2857a4.00000000	user_options->machine_readable	0
TOP.5a2857a4.00000000	user_options->markov_classic	0
TOP.5a2857a4.00000000	user_options->markov_disable	0
TOP.5a2857a4.00000000	user_options->markov_threshold	256
TOP.5a2857a4.00000000	user_options->nvidia_spin_damp	100
TOP.5a2857a4.00000000	user_options->opencl_info	0
TOP.5a2857a4.00000000	user_options->opencl_vector_width	0
TOP.5a2857a4.00000000	user_options->outfile_autohex	1
TOP.5a2857a4.00000000	user_options->outfile_check_timer	5
TOP.5a2857a4.00000000	user_options->outfile_format	2
TOP.5a2857a4.00000000	user_options->potfile_disable	0
TOP.5a2857a4.00000000	user_options->powertune_enable	0
TOP.5a2857a4.00000000	user_options->quiet	0
TOP.5a2857a4.00000000	user_options->remove	0
TOP.5a2857a4.00000000	user_options->remove_timer	60
TOP.5a2857a4.00000000	user_options->restore	0
TOP.5a2857a4.00000000	user_options->restore_disable	0
TOP.5a2857a4.00000000	user_options->restore_timer	60
TOP.5a2857a4.00000000	user_options->rp_files_cnt	0
TOP.5a2857a4.00000000	user_options->rp_gen	0
TOP.5a2857a4.00000000	user_options->rp_gen_func_max	4
TOP.5a2857a4.00000000	user_options->rp_gen_func_min	1
TOP.5a2857a4.00000000	user_options->rp_gen_seed	0
TOP.5a2857a4.00000000	user_options->runtime	0
TOP.5a2857a4.00000000	user_options->scrypt_tmto	0
TOP.5a2857a4.00000000	user_options->segment_size	33554432
TOP.5a2857a4.00000000	user_options->show	0
TOP.5a2857a4.00000000	user_options->status	0
TOP.5a2857a4.00000000	user_options->status_timer	10
TOP.5a2857a4.00000000	user_options->stdout_flag	0
TOP.5a2857a4.00000000	user_options->speed_only	0
TOP.5a2857a4.00000000	user_options->progress_only	0
TOP.5a2857a4.00000000	user_options->usage	0
TOP.5a2857a4.00000000	user_options->username	0
TOP.5a2857a4.00000000	user_options->veracrypt_pim	0
TOP.5a2857a4.00000000	user_options->version	0
TOP.5a2857a4.00000000	user_options->weak_hash_threshold	0
TOP.5a2857a4.00000000	user_options->workload_profile	2
TOP.5a2857a4.00000000	hashes->hashfile	\hashcat-3.6.0\Scripts\Input\hashes.txt
TOP.5a2857a4.00000000	hashes->hashlist_mode	4
TOP.5a2857a4.00000000	hashes->hashlist_format	0
TOP.5a2857a4.00000000	hashes->hashes_cnt	0
TOP.5a2857a4.00000000	hashes->digests_cnt	50
TOP.5a2857a4.00000000	hashes->digests_done	0
TOP.5a2857a4.00000000	hashes->salts_cnt	1
TOP.5a2857a4.00000000	hashes->salts_done	0
TOP.5a2857a4.00000000	SUB.5a2857aa.0b82471d	START
TOP.5a2857a4.00000000	SUB.5a2857aa.0b82471d	mask_ctx->mask	?l?l?l?l?l?d?d?d?d
TOP.5a2857a4.00000000	SUB.5a2857aa.0b82471d	runtime_start	1512593323
TOP.5a2857a4.00000000	SUB.5a2857aa.0b82471d	runtime_stop	1512593330
TOP.5a2857a4.00000000	SUB.5a2857aa.0b82471d	status-after-work	4
TOP.5a2857a4.00000000	SUB.5a2857aa.0b82471d	STOP
TOP.5a2857a4.00000000	proc_start	1512593316
TOP.5a2857a4.00000000	proc_stop	1512593332
TOP.5a2857a4.00000000	STOP
TOP.5a42d6f9.00000000	START
TOP.5a42d6f9.00000000	user_options->separator	:
TOP.5a42d6f9.00000000	user_options->encoding_from	utf-8
TOP.5a42d6f9.00000000	user_options->encoding_to	utf-8
TOP.5a42d6f9.00000000	user_options->outfile	\hashcat-3.6.0\Scripts\Output\output.txt
TOP.5a42d6f9.00000000	user_options->rule_buf_l	:
TOP.5a42d6f9.00000000	user_options->rule_buf_r	:
TOP.5a42d6f9.00000000	user_options->session	hashcat
TOP.5a42d6f9.00000000	user_options->limit	0
TOP.5a42d6f9.00000000	user_options->skip	0
TOP.5a42d6f9.00000000	user_options->attack_mode	3
TOP.5a42d6f9.00000000	user_options->benchmark	0
TOP.5a42d6f9.00000000	user_options->bitmap_max	24
TOP.5a42d6f9.00000000	user_options->bitmap_min	16
TOP.5a42d6f9.00000000	user_options->debug_mode	0
TOP.5a42d6f9.00000000	user_options->force	0
TOP.5a42d6f9.00000000	user_options->gpu_temp_abort	90
TOP.5a42d6f9.00000000	user_options->gpu_temp_disable	0
TOP.5a42d6f9.00000000	user_options->gpu_temp_retain	75
TOP.5a42d6f9.00000000	user_options->hash_mode	10
TOP.5a42d6f9.00000000	user_options->hex_charset	0
TOP.5a42d6f9.00000000	user_options->hex_salt	0
TOP.5a42d6f9.00000000	user_options->hex_wordlist	0
TOP.5a42d6f9.00000000	user_options->increment	0
TOP.5a42d6f9.00000000	user_options->increment_max	54
TOP.5a42d6f9.00000000	user_options->increment_min	1
TOP.5a42d6f9.00000000	user_options->keep_guessing	0
TOP.5a42d6f9.00000000	user_options->kernel_accel	0
TOP.5a42d6f9.00000000	user_options->kernel_loops	0
TOP.5a42d6f9.00000000	user_options->keyspace	0
TOP.5a42d6f9.00000000	user_options->left	0
TOP.5a42d6f9.00000000	user_options->logfile_disable	0
TOP.5a42d6f9.00000000	user_options->loopback	0
TOP.5a42d6f9.00000000	user_options->machine_readable	0
TOP.5a42d6f9.00000000	user_options->markov_classic	0
TOP.5a42d6f9.00000000	user_options->markov_disable	0
TOP.5a42d6f9.00000000	user_options->markov_threshold	256
TOP.5a42d6f9.00000000	user_options->nvidia_spin_damp	100
TOP.5a42d6f9.00000000	user_options->opencl_info	0
TOP.5a42d6f9.00000000	user_options->opencl_vector_width	0
TOP.5a42d6f9.00000000	user_options->outfile_autohex	1
TOP.5a42d6f9.00000000	user_options->outfile_check_timer	5
TOP.5a42d6f9.00000000	user_options->outfile_format	2
TOP.5a42d6f9.00000000	user_options->potfile_disable	0
TOP.5a42d6f9.00000000	user_options->powertune_enable	0
TOP.5a42d6f9.00000000	user_options->quiet	0
TOP.5a42d6f9.00000000	user_options->remove	0
TOP.5a42d6f9.00000000	user_options->remove_timer	60
TOP.5a42d6f9.00000000	user_options->restore	0
TOP.5a42d6f9.00000000	user_options->restore_disable	0
TOP.5a42d6f9.00000000	user_options->restore_timer	60
TOP.5a42d6f9.00000000	user_options->rp_files_cnt	0
TOP.5a42d6f9.00000000	user_options->rp_gen	0
TOP.5a42d6f9.00000000	user_options->rp_gen_func_max	4
TOP.5a42d6f9.00000000	user_options->rp_gen_func_min	1
TOP.5a42d6f9.00000000	user_options->rp_gen_seed	0
TOP.5a42d6f9.00000000	user_options->runtime	0
TOP.5a42d6f9.00000000	user_options->scrypt_tmto	0
TOP.5a42d6f9.00000000	user_options->segment_size	33554432
TOP.5a42d6f9.00000000	user_options->show	0
TOP.5a42d6f9.00000000	user_options->status	0
TOP.5a42d6f9.00000000	user_options->status_timer	10
TOP.5a42d6f9.00000000	user_options->stdout_flag	0
TOP.5a42d6f9.00000000	user_options->speed_only	0
TOP.5a42d6f9.00000000	user_options->progress_only	0
TOP.5a42d6f9.00000000	user_options->usage	0
TOP.5a42d6f9.00000000	user_options->username	0
TOP.5a42d6f9.00000000	user_options->veracrypt_pim	0
TOP.5a42d6f9.00000000	user_options->version	0
TOP.5a42d6f9.00000000	user_options->weak_hash_threshold	0
TOP.5a42d6f9.00000000	user_options->workload_profile	2
TOP.5a42d6f9.00000000	proc_start	1514329849
TOP.5a42d6f9.00000000	proc_stop	1514329850
TOP.5a42d6f9.00000000	STOP
TOP.5a42d7e6.00000000	START
TOP.5a42d7e6.00000000	user_options->separator	:
TOP.5a42d7e6.00000000	user_options->encoding_from	utf-8
TOP.5a42d7e6.00000000	user_options->encoding_to	utf-8
TOP.5a42d7e6.00000000	user_options->outfile	\hashcat-3.6.0\Scripts\Output\output.txt
TOP.5a42d7e6.00000000	user_options->rule_buf_l	:
TOP.5a42d7e6.00000000	user_options->rule_buf_r	:
TOP.5a42d7e6.00000000	user_options->session	hashcat
TOP.5a42d7e6.00000000	user_options->limit	0
TOP.5a42d7e6.00000000	user_options->skip	0
TOP.5a42d7e6.00000000	user_options->attack_mode	3
TOP.5a42d7e6.00000000	user_options->benchmark	0
TOP.5a42d7e6.00000000	user_options->bitmap_max	24
TOP.5a42d7e6.00000000	user_options->bitmap_min	16
TOP.5a42d7e6.00000000	user_options->debug_mode	0
TOP.5a42d7e6.00000000	user_options->force	0
TOP.5a42d7e6.00000000	user_options->gpu_temp_abort	90
TOP.5a42d7e6.00000000	user_options->gpu_temp_disable	0
TOP.5a42d7e6.00000000	user_options->gpu_temp_retain	75
TOP.5a42d7e6.00000000	user_options->hash_mode	0
TOP.5a42d7e6.00000000	user_options->hex_charset	0
TOP.5a42d7e6.00000000	user_options->hex_salt	0
TOP.5a42d7e6.00000000	user_options->hex_wordlist	0
TOP.5a42d7e6.00000000	user_options->increment	0
TOP.5a42d7e6.00000000	user_options->increment_max	54
TOP.5a42d7e6.00000000	user_options->increment_min	1
TOP.5a42d7e6.00000000	user_options->keep_guessing	0
TOP.5a42d7e6.00000000	user_options->kernel_accel	0
TOP.5a42d7e6.00000000	user_options->kernel_loops	0
TOP.5a42d7e6.00000000	user_options->keyspace	0
TOP.5a42d7e6.00000000	user_options->left	0
TOP.5a42d7e6.00000000	user_options->logfile_disable	0
TOP.5a42d7e6.00000000	user_options->loopback	0
TOP.5a42d7e6.00000000	user_options->machine_readable	0
TOP.5a42d7e6.00000000	user_options->markov_classic	0
TOP.5a42d7e6.00000000	user_options->markov_disable	0
TOP.5a42d7e6.00000000	user_options->markov_threshold	256
TOP.5a42d7e6.00000000	user_options->nvidia_spin_damp	100
TOP.5a42d7e6.00000000	user_options->opencl_info	0
TOP.5a42d7e6.00000000	user_options->opencl_vector_width	0
TOP.5a42d7e6.00000000	user_options->outfile_autohex	1
TOP.5a42d7e6.00000000	user_options->outfile_check_timer	5
TOP.5a42d7e6.00000000	user_options->outfile_format	2
TOP.5a42d7e6.00000000	user_options->potfile_disable	0
TOP.5a42d7e6.00000000	user_options->powertune_enable	0
TOP.5a42d7e6.00000000	user_options->quiet	0
TOP.5a42d7e6.00000000	user_options->remove	0
TOP.5a42d7e6.00000000	user_options->remove_timer	60
TOP.5a42d7e6.00000000	user_options->restore	0
TOP.5a42d7e6.00000000	user_options->restore_disable	0
TOP.5a42d7e6.00000000	user_options->restore_timer	60
TOP.5a42d7e6.00000000	user_options->rp_files_cnt	0
TOP.5a42d7e6.00000000	user_options->rp_gen	0
TOP.5a42d7e6.00000000	user_options->rp_gen_func_max	4
TOP.5a42d7e6.00000000	user_options->rp_gen_func_min	1
TOP.5a42d7e6.00000000	user_options->rp_gen_seed	0
TOP.5a42d7e6.00000000	user_options->runtime	0
TOP.5a42d7e6.00000000	user_options->scrypt_tmto	0
TOP.5a42d7e6.00000000	user_options->segment_size	33554432
TOP.5a42d7e6.00000000	user_options->show	0
TOP.5a42d7e6.00000000	user_options->status	0
TOP.5a42d7e6.00000000	user_options->status_timer	10
TOP.5a42d7e6.00000000	user_options->stdout_flag	0
TOP.5a42d7e6.00000000	user_options->speed_only	0
TOP.5a42d7e6.00000000	user_options->progress_only	0
TOP.5a42d7e6.00000000	user_options->usage	0
TOP.5a42d7e6.00000000	user_options->username	0
TOP.5a42d7e6.00000000	user_options->veracrypt_pim	0
TOP.5a42d7e6.00000000	user_options->version	0
TOP.5a42d7e6.00000000	user_options->weak_hash_threshold	0
TOP.5a42d7e6.00000000	user_options->workload_profile	2
TOP.5a42d7e6.00000000	hashes->hashfile	\hashcat-3.6.0\Scripts\Input\hashes.txt
TOP.5a42d7e6.00000000	hashes->hashlist_mode	4
TOP.5a42d7e6.00000000	hashes->hashlist_format	0
TOP.5a42d7e6.00000000	hashes->hashes_cnt	0
TOP.5a42d7e6.00000000	hashes->digests_cnt	50
TOP.5a42d7e6.00000000	hashes->digests_done	0
TOP.5a42d7e6.00000000	hashes->salts_cnt	1
TOP.5a42d7e6.00000000	hashes->salts_done	0
TOP.5a42d7e6.00000000	SUB.5a42d7ed.3cfd471d	START
TOP.5a42d7e6.00000000	SUB.5a42d7ed.3cfd471d	mask_ctx->mask	?a?a?a?a
TOP.5a42d7e6.00000000	SUB.5a42d7ed.3cfd471d	runtime_start	1514330093
TOP.5a42d7e6.00000000	SUB.5a42d7ed.3cfd471d	runtime_stop	1514330094
TOP.5a42d7e6.00000000	SUB.5a42d7ed.3cfd471d	status-after-work	4
TOP.5a42d7e6.00000000	SUB.5a42d7ed.3cfd471d	STOP
TOP.5a42d7e6.00000000	proc_start	1514330086
TOP.5a42d7e6.00000000	proc_stop	1514330095
TOP.5a42d7e6.00000000	STOP
TOP.5a42d809.00000000	START
TOP.5a42d809.00000000	user_options->separator	:
TOP.5a42d809.00000000	user_options->encoding_from	utf-8
TOP.5a42d809.00000000	user_options->encoding_to	utf-8
TOP.5a42d809.00000000	user_options->outfile	\hashcat-3.6.0\Scripts\Output\output.txt
TOP.5a42d809.00000000	user_options->rule_buf_l	:
TOP.5a42d809.00000000	user_options->rule_buf_r	:
TOP.5a42d809.00000000	user_options->session	hashcat
TOP.5a42d809.00000000	user_options->limit	0
TOP.5a42d809.00000000	user_options->skip	0
TOP.5a42d809.00000000	user_options->attack_mode	3
TOP.5a42d809.00000000	user_options->benchmark	0
TOP.5a42d809.00000000	user_options->bitmap_max	24
TOP.5a42d809.00000000	user_options->bitmap_min	16
TOP.5a42d809.00000000	user_options->debug_mode	0
TOP.5a42d809.00000000	user_options->force	0
TOP.5a42d809.00000000	user_options->gpu_temp_abort	90
TOP.5a42d809.00000000	user_options->gpu_temp_disable	0
TOP.5a42d809.00000000	user_options->gpu_temp_retain	75
TOP.5a42d809.00000000	user_options->hash_mode	0
TOP.5a42d809.00000000	user_options->hex_charset	0
TOP.5a42d809.00000000	user_options->hex_salt	0
TOP.5a42d809.00000000	user_options->hex_wordlist	0
TOP.5a42d809.00000000	user_options->increment	0
TOP.5a42d809.00000000	user_options->increment_max	54
TOP.5a42d809.00000000	user_options->increment_min	1
TOP.5a42d809.00000000	user_options->keep_guessing	0
TOP.5a42d809.00000000	user_options->kernel_accel	0
TOP.5a42d809.00000000	user_options->kernel_loops	0
TOP.5a42d809.00000000	user_options->keyspace	0
TOP.5a42d809.00000000	user_options->left	0
TOP.5a42d809.00000000	user_options->logfile_disable	0
TOP.5a42d809.00000000	user_options->loopback	0
TOP.5a42d809.00000000	user_options->machine_readable	0
TOP.5a42d809.00000000	user_options->markov_classic	0
TOP.5a42d809.00000000	user_options->markov_disable	0
TOP.5a42d809.00000000	user_options->markov_threshold	256
TOP.5a42d809.00000000	user_options->nvidia_spin_damp	100
TOP.5a42d809.00000000	user_options->opencl_info	0
TOP.5a42d809.00000000	user_options->opencl_vector_width	0
TOP.5a42d809.00000000	user_options->outfile_autohex	1
TOP.5a42d809.00000000	user_options->outfile_check_timer	5
TOP.5a42d809.00000000	user_options->outfile_format	2
TOP.5a42d809.00000000	user_options->potfile_disable	0
TOP.5a42d809.00000000	user_options->powertune_enable	0
TOP.5a42d809.00000000	user_options->quiet	0
TOP.5a42d809.00000000	user_options->remove	0
TOP.5a42d809.00000000	user_options->remove_timer	60
TOP.5a42d809.00000000	user_options->restore	0
TOP.5a42d809.00000000	user_options->restore_disable	0
TOP.5a42d809.00000000	user_options->restore_timer	60
TOP.5a42d809.00000000	user_options->rp_files_cnt	0
TOP.5a42d809.00000000	user_options->rp_gen	0
TOP.5a42d809.00000000	user_options->rp_gen_func_max	4
TOP.5a42d809.00000000	user_options->rp_gen_func_min	1
TOP.5a42d809.00000000	user_options->rp_gen_seed	0
TOP.5a42d809.00000000	user_options->runtime	0
TOP.5a42d809.00000000	user_options->scrypt_tmto	0
TOP.5a42d809.00000000	user_options->segment_size	33554432
TOP.5a42d809.00000000	user_options->show	0
TOP.5a42d809.00000000	user_options->status	0
TOP.5a42d809.00000000	user_options->status_timer	10
TOP.5a42d809.00000000	user_options->stdout_flag	0
TOP.5a42d809.00000000	user_options->speed_only	0
TOP.5a42d809.00000000	user_options->progress_only	0
TOP.5a42d809.00000000	user_options->usage	0
TOP.5a42d809.00000000	user_options->username	0
TOP.5a42d809.00000000	user_options->veracrypt_pim	0
TOP.5a42d809.00000000	user_options->version	0
TOP.5a42d809.00000000	user_options->weak_hash_threshold	0
TOP.5a42d809.00000000	user_options->workload_profile	2
TOP.5a42d809.00000000	hashes->hashfile	\hashcat-3.6.0\Scripts\Input\hashes.txt
TOP.5a42d809.00000000	hashes->hashlist_mode	4
TOP.5a42d809.00000000	hashes->hashlist_format	0
TOP.5a42d809.00000000	hashes->hashes_cnt	0
TOP.5a42d809.00000000	hashes->digests_cnt	50
TOP.5a42d809.00000000	hashes->digests_done	0
TOP.5a42d809.00000000	hashes->salts_cnt	1
TOP.5a42d809.00000000	hashes->salts_done	0
TOP.5a42d809.00000000	proc_start	1514330121
TOP.5a42d809.00000000	proc_stop	1514330121
TOP.5a42d809.00000000	STOP
TOP.5a42d913.00000000	START
TOP.5a42d913.00000000	user_options->separator	:
TOP.5a42d913.00000000	user_options->encoding_from	utf-8
TOP.5a42d913.00000000	user_options->encoding_to	utf-8
TOP.5a42d913.00000000	user_options->outfile	\hashcat-3.6.0\Scripts\Output\output.txt
TOP.5a42d913.00000000	user_options->rule_buf_l	:
TOP.5a42d913.00000000	user_options->rule_buf_r	:
TOP.5a42d913.00000000	user_options->session	hashcat
TOP.5a42d913.00000000	user_options->limit	0
TOP.5a42d913.00000000	user_options->skip	0
TOP.5a42d913.00000000	user_options->attack_mode	3
TOP.5a42d913.00000000	user_options->benchmark	0
TOP.5a42d913.00000000	user_options->bitmap_max	24
TOP.5a42d913.00000000	user_options->bitmap_min	16
TOP.5a42d913.00000000	user_options->debug_mode	0
TOP.5a42d913.00000000	user_options->force	0
TOP.5a42d913.00000000	user_options->gpu_temp_abort	90
TOP.5a42d913.00000000	user_options->gpu_temp_disable	0
TOP.5a42d913.00000000	user_options->gpu_temp_retain	75
TOP.5a42d913.00000000	user_options->hash_mode	0
TOP.5a42d913.00000000	user_options->hex_charset	0
TOP.5a42d913.00000000	user_options->hex_salt	0
TOP.5a42d913.00000000	user_options->hex_wordlist	0
TOP.5a42d913.00000000	user_options->increment	0
TOP.5a42d913.00000000	user_options->increment_max	54
TOP.5a42d913.00000000	user_options->increment_min	1
TOP.5a42d913.00000000	user_options->keep_guessing	0
TOP.5a42d913.00000000	user_options->kernel_accel	0
TOP.5a42d913.00000000	user_options->kernel_loops	0
TOP.5a42d913.00000000	user_options->keyspace	0
TOP.5a42d913.00000000	user_options->left	0
TOP.5a42d913.00000000	user_options->logfile_disable	0
TOP.5a42d913.00000000	user_options->loopback	0
TOP.5a42d913.00000000	user_options->machine_readable	0
TOP.5a42d913.00000000	user_options->markov_classic	0
TOP.5a42d913.00000000	user_options->markov_disable	0
TOP.5a42d913.00000000	user_options->markov_threshold	256
TOP.5a42d913.00000000	user_options->nvidia_spin_damp	100
TOP.5a42d913.00000000	user_options->opencl_info	0
TOP.5a42d913.00000000	user_options->opencl_vector_width	0
TOP.5a42d913.00000000	user_options->outfile_autohex	1
TOP.5a42d913.00000000	user_options->outfile_check_timer	5
TOP.5a42d913.00000000	user_options->outfile_format	2
TOP.5a42d913.00000000	user_options->potfile_disable	0
TOP.5a42d913.00000000	user_options->powertune_enable	0
TOP.5a42d913.00000000	user_options->quiet	0
TOP.5a42d913.00000000	user_options->remove	0
TOP.5a42d913.00000000	user_options->remove_timer	60
TOP.5a42d913.00000000	user_options->restore	0
TOP.5a42d913.00000000	user_options->restore_disable	0
TOP.5a42d913.00000000	user_options->restore_timer	60
TOP.5a42d913.00000000	user_options->rp_files_cnt	0
TOP.5a42d913.00000000	user_options->rp_gen	0
TOP.5a42d913.00000000	user_options->rp_gen_func_max	4
TOP.5a42d913.00000000	user_options->rp_gen_func_min	1
TOP.5a42d913.00000000	user_options->rp_gen_seed	0
TOP.5a42d913.00000000	user_options->runtime	0
TOP.5a42d913.00000000	user_options->scrypt_tmto	0
TOP.5a42d913.00000000	user_options->segment_size	33554432
TOP.5a42d913.00000000	user_options->show	0
TOP.5a42d913.00000000	user_options->status	0
TOP.5a42d913.00000000	user_options->status_timer	10
TOP.5a42d913.00000000	user_options->stdout_flag	0
TOP.5a42d913.00000000	user_options->speed_only	0
TOP.5a42d913.00000000	user_options->progress_only	0
TOP.5a42d913.00000000	user_options->usage	0
TOP.5a42d913.00000000	user_options->username	0
TOP.5a42d913.00000000	user_options->veracrypt_pim	0
TOP.5a42d913.00000000	user_options->version	0
TOP.5a42d913.00000000	user_options->weak_hash_threshold	0
TOP.5a42d913.00000000	user_options->workload_profile	2
TOP.5a42d913.00000000	hashes->hashfile	\hashcat-3.6.0\Scripts\Input\hashes.txt
TOP.5a42d913.00000000	hashes->hashlist_mode	4
TOP.5a42d913.00000000	hashes->hashlist_format	0
TOP.5a42d913.00000000	hashes->hashes_cnt	0
TOP.5a42d913.00000000	hashes->digests_cnt	50
TOP.5a42d913.00000000	hashes->digests_done	0
TOP.5a42d913.00000000	hashes->salts_cnt	1
TOP.5a42d913.00000000	hashes->salts_done	0
TOP.5a42d913.00000000	SUB.5a42d917.3cfd471d	START
TOP.5a42d913.00000000	SUB.5a42d917.3cfd471d	mask_ctx->mask	?a
TOP.5a42d913.00000000	SUB.5a42d917.3cfd471d	runtime_start	1514330391
TOP.5a42d913.00000000	SUB.5a42d917.3cfd471d	runtime_stop	1514330391
TOP.5a42d913.00000000	SUB.5a42d917.3cfd471d	status-after-work	4
TOP.5a42d913.00000000	SUB.5a42d917.3cfd471d	STOP
TOP.5a42d913.00000000	proc_start	1514330387
TOP.5a42d913.00000000	proc_stop	1514330393
TOP.5a42d913.00000000	STOP
TOP.5a42d92f.00000000	START
TOP.5a42d92f.00000000	user_options->separator	:
TOP.5a42d92f.00000000	user_options->encoding_from	utf-8
TOP.5a42d92f.00000000	user_options->encoding_to	utf-8
TOP.5a42d92f.00000000	user_options->outfile	\hashcat-3.6.0\Scripts\Output\output.txt
TOP.5a42d92f.00000000	user_options->rule_buf_l	:
TOP.5a42d92f.00000000	user_options->rule_buf_r	:
TOP.5a42d92f.00000000	user_options->session	hashcat
TOP.5a42d92f.00000000	user_options->limit	0
TOP.5a42d92f.00000000	user_options->skip	0
TOP.5a42d92f.00000000	user_options->attack_mode	3
TOP.5a42d92f.00000000	user_options->benchmark	0
TOP.5a42d92f.00000000	user_options->bitmap_max	24
TOP.5a42d92f.00000000	user_options->bitmap_min	16
TOP.5a42d92f.00000000	user_options->debug_mode	0
TOP.5a42d92f.00000000	user_options->force	0
TOP.5a42d92f.00000000	user_options->gpu_temp_abort	90
TOP.5a42d92f.00000000	user_options->gpu_temp_disable	0
TOP.5a42d92f.00000000	user_options->gpu_temp_retain	75
TOP.5a42d92f.00000000	user_options->hash_mode	0
TOP.5a42d92f.00000000	user_options->hex_charset	0
TOP.5a42d92f.00000000	user_options->hex_salt	0
TOP.5a42d92f.00000000	user_options->hex_wordlist	0
TOP.5a42d92f.00000000	user_options->increment	0
TOP.5a42d92f.00000000	user_options->increment_max	54
TOP.5a42d92f.00000000	user_options->increment_min	1
TOP.5a42d92f.00000000	user_options->keep_guessing	0
TOP.5a42d92f.00000000	user_options->kernel_accel	0
TOP.5a42d92f.00000000	user_options->kernel_loops	0
TOP.5a42d92f.00000000	user_options->keyspace	0
TOP.5a42d92f.00000000	user_options->left	0
TOP.5a42d92f.00000000	user_options->logfile_disable	0
TOP.5a42d92f.00000000	user_options->loopback	0
TOP.5a42d92f.00000000	user_options->machine_readable	0
TOP.5a42d92f.00000000	user_options->markov_classic	0
TOP.5a42d92f.00000000	user_options->markov_disable	0
TOP.5a42d92f.00000000	user_options->markov_threshold	256
TOP.5a42d92f.00000000	user_options->nvidia_spin_damp	100
TOP.5a42d92f.00000000	user_options->opencl_info	0
TOP.5a42d92f.00000000	user_options->opencl_vector_width	0
TOP.5a42d92f.00000000	user_options->outfile_autohex	1
TOP.5a42d92f.00000000	user_options->outfile_check_timer	5
TOP.5a42d92f.00000000	user_options->outfile_format	2
TOP.5a42d92f.00000000	user_options->potfile_disable	0
TOP.5a42d92f.00000000	user_options->powertune_enable	0
TOP.5a42d92f.00000000	user_options->quiet	0
TOP.5a42d92f.00000000	user_options->remove	0
TOP.5a42d92f.00000000	user_options->remove_timer	60
TOP.5a42d92f.00000000	user_options->restore	0
TOP.5a42d92f.00000000	user_options->restore_disable	0
TOP.5a42d92f.00000000	user_options->restore_timer	60
TOP.5a42d92f.00000000	user_options->rp_files_cnt	0
TOP.5a42d92f.00000000	user_options->rp_gen	0
TOP.5a42d92f.00000000	user_options->rp_gen_func_max	4
TOP.5a42d92f.00000000	user_options->rp_gen_func_min	1
TOP.5a42d92f.00000000	user_options->rp_gen_seed	0
TOP.5a42d92f.00000000	user_options->runtime	0
TOP.5a42d92f.00000000	user_options->scrypt_tmto	0
TOP.5a42d92f.00000000	user_options->segment_size	33554432
TOP.5a42d92f.00000000	user_options->show	0
TOP.5a42d92f.00000000	user_options->status	0
TOP.5a42d92f.00000000	user_options->status_timer	10
TOP.5a42d92f.00000000	user_options->stdout_flag	0
TOP.5a42d92f.00000000	user_options->speed_only	0
TOP.5a42d92f.00000000	user_options->progress_only	0
TOP.5a42d92f.00000000	user_options->usage	0
TOP.5a42d92f.00000000	user_options->username	0
TOP.5a42d92f.00000000	user_options->veracrypt_pim	0
TOP.5a42d92f.00000000	user_options->version	0
TOP.5a42d92f.00000000	user_options->weak_hash_threshold	0
TOP.5a42d92f.00000000	user_options->workload_profile	2
TOP.5a42d92f.00000000	hashes->hashfile	\hashcat-3.6.0\Scripts\Input\hashes.txt
TOP.5a42d92f.00000000	hashes->hashlist_mode	4
TOP.5a42d92f.00000000	hashes->hashlist_format	0
TOP.5a42d92f.00000000	hashes->hashes_cnt	0
TOP.5a42d92f.00000000	hashes->digests_cnt	50
TOP.5a42d92f.00000000	hashes->digests_done	0
TOP.5a42d92f.00000000	hashes->salts_cnt	1
TOP.5a42d92f.00000000	hashes->salts_done	0
TOP.5a42d92f.00000000	SUB.5a42d933.3cfd471d	START
TOP.5a42d92f.00000000	SUB.5a42d933.3cfd471d	mask_ctx->mask	?a
TOP.5a42d92f.00000000	SUB.5a42d933.3cfd471d	runtime_start	1514330419
TOP.5a42d92f.00000000	SUB.5a42d933.3cfd471d	runtime_stop	1514330420
TOP.5a42d92f.00000000	SUB.5a42d933.3cfd471d	status-after-work	4
TOP.5a42d92f.00000000	SUB.5a42d933.3cfd471d	STOP
TOP.5a42d92f.00000000	proc_start	1514330415
TOP.5a42d92f.00000000	proc_stop	1514330422
TOP.5a42d92f.00000000	STOP
TOP.5a42da72.00000000	START
TOP.5a42da72.00000000	user_options->separator	:
TOP.5a42da72.00000000	user_options->encoding_from	utf-8
TOP.5a42da72.00000000	user_options->encoding_to	utf-8
TOP.5a42da72.00000000	user_options->outfile	\hashcat-3.6.0\Scripts\Output\output.txt
TOP.5a42da72.00000000	user_options->rule_buf_l	:
TOP.5a42da72.00000000	user_options->rule_buf_r	:
TOP.5a42da72.00000000	user_options->session	hashcat
TOP.5a42da72.00000000	user_options->limit	0
TOP.5a42da72.00000000	user_options->skip	0
TOP.5a42da72.00000000	user_options->attack_mode	3
TOP.5a42da72.00000000	user_options->benchmark	0
TOP.5a42da72.00000000	user_options->bitmap_max	24
TOP.5a42da72.00000000	user_options->bitmap_min	16
TOP.5a42da72.00000000	user_options->debug_mode	0
TOP.5a42da72.00000000	user_options->force	0
TOP.5a42da72.00000000	user_options->gpu_temp_abort	90
TOP.5a42da72.00000000	user_options->gpu_temp_disable	0
TOP.5a42da72.00000000	user_options->gpu_temp_retain	75
TOP.5a42da72.00000000	user_options->hash_mode	0
TOP.5a42da72.00000000	user_options->hex_charset	0
TOP.5a42da72.00000000	user_options->hex_salt	0
